# time [s]; Channel 0; Channel 1; Channel 2
8.986667000000000627e+00;3.731288611888885498e-01;6.078126430511474609e-01;3.799801766872406006e-01
8.990000999999999465e+00;4.630044996738433838e-01;6.383458971977233887e-01;3.963378369808197021e-01
8.993334000000000827e+00;4.608072042465209961e-01;6.087892055511474609e-01;3.970702588558197021e-01
8.996667000000000414e+00;4.569008946418762207e-01;5.301594734191894531e-01;3.792477250099182129e-01
9.000000999999999252e+00;5.084306001663208008e-01;5.023270249366760254e-01;3.631189465522766113e-01
9.003334999999999866e+00;4.869306385517120361e-01;4.893721044063568115e-01;3.548180460929870605e-01
9.006667999999999452e+00;4.605630636215209961e-01;4.813153147697448730e-01;3.467612862586975098e-01
9.010002000000000066e+00;4.488441348075866699e-01;4.808270335197448730e-01;3.411459624767303467e-01
9.013334000000000401e+00;4.630044996738433838e-01;4.944991171360015869e-01;3.426108062267303467e-01
9.016667999999999239e+00;4.656900763511657715e-01;5.247882604598999023e-01;3.470054268836975098e-01
9.020001000000000602e+00;4.576333165168762207e-01;5.523765683174133301e-01;3.543297350406646729e-01
9.023334999999999440e+00;4.793621599674224854e-01;5.543297529220581055e-01;3.589684963226318359e-01
9.026668000000000802e+00;5.081864595413208008e-01;5.433432459831237793e-01;3.575036227703094482e-01
9.029999999999999361e+00;5.379720926284790039e-01;5.487143993377685547e-01;3.599450588226318359e-01
9.033333999999999975e+00;5.746089816093444824e-01;5.577477812767028809e-01;3.653162419795989990e-01
9.036668000000000589e+00;5.787594318389892578e-01;5.648432374000549316e-01;3.682459890842437744e-01
9.040001000000000175e+00;4.952315688133239746e-01;5.609216690063476562e-01;3.675135374069213867e-01
9.043335000000000790e+00;4.883955121040344238e-01;5.509117245674133301e-01;3.650721013545989990e-01
9.046668000000000376e+00;5.538414716720581055e-01;5.443198084831237793e-01;3.645838201045989990e-01
9.050000999999999962e+00;6.031738519668579102e-01;5.565270185470581055e-01;3.677576780319213867e-01
9.053335000000000576e+00;5.804684758186340332e-01;5.528649091720581055e-01;3.677576780319213867e-01
9.056668999999999414e+00;5.384603738784790039e-01;5.716792345046997070e-01;3.709315657615661621e-01
9.060002000000000777e+00;5.399252176284790039e-01;6.231937408447265625e-01;3.887693583965301514e-01
9.063333999999999335e+00;6.014648675918579102e-01;6.290684342384338379e-01;3.968261182308197021e-01
9.066667999999999950e+00;6.835126280784606934e-01;5.992675423622131348e-01;3.951171040534973145e-01
9.070000999999999536e+00;7.208819985389709473e-01;5.570153594017028809e-01;3.858396410942077637e-01
9.073335000000000150e+00;7.474936842918395996e-01;5.181964039802551270e-01;3.716639876365661621e-01
9.076667999999999736e+00;7.311360239982604980e-01;5.003738403320312500e-01;3.572594821453094482e-01
9.080002000000000351e+00;7.272297143936157227e-01;5.333333611488342285e-01;3.579919040203094482e-01
9.083334000000000685e+00;7.289387583732604980e-01;5.557945966720581055e-01;3.631189465522766113e-01
9.086667999999999523e+00;8.124513626098632812e-01;5.440756678581237793e-01;3.626306653022766113e-01
9.090001000000000886e+00;9.152666330337524414e-01;5.169756412506103516e-01;3.548180460929870605e-01
9.093334999999999724e+00;8.730143904685974121e-01;5.272297263145446777e-01;3.562828898429870605e-01
9.096667000000000058e+00;7.802243232727050781e-01;5.374838113784790039e-01;3.548180460929870605e-01
9.100001999999999924e+00;7.264972925186157227e-01;5.269855856895446777e-01;3.531090319156646729e-01
9.103334999999999511e+00;7.318684458732604980e-01;5.374838113784790039e-01;3.540855944156646729e-01
9.106668000000000873e+00;7.924315333366394043e-01;5.543297529220581055e-01;3.611657917499542236e-01
9.110001000000000460e+00;7.702143788337707520e-01;5.582360625267028809e-01;3.655603826045989990e-01
9.113334999999999297e+00;7.025711536407470703e-01;5.726558566093444824e-01;3.689784109592437744e-01
9.116668000000000660e+00;6.886548995971679688e-01;5.562828779220581055e-01;3.682459890842437744e-01
9.119999999999999218e+00;6.996414065361022949e-01;5.069657564163208008e-01;3.548180460929870605e-01
9.123335000000000861e+00;7.377279400825500488e-01;4.871747791767120361e-01;3.477378487586975098e-01
9.126666999999999419e+00;7.885252237319946289e-01;4.949873983860015869e-01;3.479819893836975098e-01
9.130001999999999285e+00;8.083009123802185059e-01;5.101396441459655762e-01;3.465171158313751221e-01
9.133335000000000647e+00;7.934080958366394043e-01;5.291828513145446777e-01;3.504234254360198975e-01
9.136666999999999206e+00;7.506828308105468750e-01;5.242999792098999023e-01;3.487144410610198975e-01
9.140000999999999820e+00;7.418783903121948242e-01;5.240558385848999023e-01;3.477378487586975098e-01
9.143335000000000434e+00;7.714350819587707520e-01;5.474936962127685547e-01;3.523765802383422852e-01
9.146668000000000021e+00;8.141756057739257812e-01;5.106279253959655762e-01;3.460288345813751221e-01
9.150002000000000635e+00;8.632486462593078613e-01;5.072098970413208008e-01;3.433432579040527344e-01
9.153333999999999193e+00;8.769359588623046875e-01;5.369954705238342285e-01;3.492027223110198975e-01
9.156667000000000556e+00;8.439612388610839844e-01;4.981612861156463623e-01;3.443198204040527344e-01
9.160002000000000422e+00;7.616693377494812012e-01;4.747234284877777100e-01;3.347981870174407959e-01
9.163335000000000008e+00;7.672846317291259766e-01;4.649576544761657715e-01;3.296711742877960205e-01
9.166667000000000343e+00;8.241855502128601074e-01;4.652017951011657715e-01;3.279621601104736328e-01
9.169999999999999929e+00;9.025711417198181152e-01;4.732585549354553223e-01;3.269855678081512451e-01
9.173334999999999795e+00;8.910963535308837891e-01;4.713054001331329346e-01;3.250324130058288574e-01
9.176667999999999381e+00;8.102540373802185059e-01;4.725261330604553223e-01;3.228351175785064697e-01
9.180001999999999995e+00;7.470054030418395996e-01;4.781414568424224854e-01;3.233234286308288574e-01
9.183334999999999582e+00;7.172198295593261719e-01;4.778973162174224854e-01;3.225909769535064697e-01
9.186667999999999168e+00;7.174639701843261719e-01;4.888837933540344238e-01;3.250324130058288574e-01
9.190001000000000531e+00;6.847333312034606934e-01;5.108720660209655762e-01;3.306477367877960205e-01
9.193336999999999648e+00;6.537269949913024902e-01;5.162432193756103516e-01;3.316243290901184082e-01
9.196668999999999983e+00;6.717936992645263672e-01;5.157549381256103516e-01;3.323567509651184082e-01
9.200001000000000317e+00;6.415197849273681641e-01;4.954757094383239746e-01;3.326008915901184082e-01
9.203333999999999904e+00;6.061035990715026855e-01;4.671549499034881592e-01;3.264972865581512451e-01
9.206668000000000518e+00;6.046387553215026855e-01;4.822919070720672607e-01;3.291828930377960205e-01
9.210001000000000104e+00;5.953612327575683594e-01;5.001296997070312500e-01;3.279621601104736328e-01
9.213333000000000439e+00;5.887693762779235840e-01;5.064774751663208008e-01;3.296711742877960205e-01
9.216668000000000305e+00;5.934081077575683594e-01;4.986495673656463623e-01;3.335774838924407959e-01
9.220000999999999891e+00;5.926756858825683594e-01;4.954757094383239746e-01;3.357747793197631836e-01
9.223335000000000505e+00;5.929198265075683594e-01;4.818036258220672607e-01;3.316243290901184082e-01
9.226667000000000840e+00;5.973144173622131348e-01;4.466468393802642822e-01;3.206378221511840820e-01
9.230000999999999678e+00;5.965819954872131348e-01;4.212405681610107422e-01;3.103685081005096436e-01
9.233335000000000292e+00;5.667963624000549316e-01;4.314946234226226807e-01;3.069504797458648682e-01
9.236668999999999130e+00;5.518882870674133301e-01;4.517738521099090576e-01;3.106126487255096436e-01
9.240002000000000493e+00;5.560387372970581055e-01;4.610513448715209961e-01;3.113450706005096436e-01
9.243335999999999331e+00;5.604333281517028809e-01;4.671549499034881592e-01;3.147783577442169189e-01
9.246667999999999665e+00;5.509117245674133301e-01;4.549477398395538330e-01;3.120775222778320312e-01
9.250000999999999252e+00;5.387045145034790039e-01;4.283207356929779053e-01;3.045090436935424805e-01
9.253334999999999866e+00;5.340657830238342285e-01;4.239261448383331299e-01;2.991378605365753174e-01
9.256667000000000201e+00;5.621423721313476562e-01;4.271000325679779053e-01;2.981612980365753174e-01
9.260001000000000815e+00;5.763180255889892578e-01;4.280765950679779053e-01;2.971847057342529297e-01
9.263334999999999653e+00;5.323567390441894531e-01;4.214847087860107422e-01;2.940108478069305420e-01
9.266667999999999239e+00;4.923018217086791992e-01;4.136720895767211914e-01;2.898603677749633789e-01
9.270001000000000602e+00;4.940108358860015869e-01;4.043945968151092529e-01;2.859540581703186035e-01
9.273334999999999440e+00;4.959639906883239746e-01;4.041504561901092529e-01;2.844892144203186035e-01
9.276668000000000802e+00;4.942549765110015869e-01;4.170901179313659668e-01;2.859540581703186035e-01
9.280001000000000388e+00;4.949873983860015869e-01;4.244144260883331299e-01;2.874189317226409912e-01
9.283333999999999975e+00;5.008621215820312500e-01;4.075684845447540283e-01;2.810711860656738281e-01
9.286668000000000589e+00;5.013504028320312500e-01;3.770504295825958252e-01;2.710612714290618896e-01
9.290001000000000175e+00;4.932784140110015869e-01;3.533531725406646729e-01;2.598306238651275635e-01
9.293335000000000790e+00;4.981612861156463623e-01;3.557946085929870605e-01;2.542153000831604004e-01
9.296668000000000376e+00;4.815594851970672607e-01;3.577477633953094482e-01;2.517738640308380127e-01
9.300000999999999962e+00;4.598306119441986084e-01;3.572594821453094482e-01;2.493171542882919312e-01
9.303333999999999548e+00;4.400549232959747314e-01;3.565270602703094482e-01;2.468757182359695435e-01
9.306666999999999135e+00;4.229495823383331299e-01;3.770504295825958252e-01;2.495613098144531250e-01
9.310000999999999749e+00;4.224612712860107422e-01;3.853513300418853760e-01;2.537270188331604004e-01
9.313333999999999335e+00;4.302738904953002930e-01;3.438315391540527344e-01;2.415045350790023804e-01
9.316667999999999950e+00;4.253910183906555176e-01;2.935225367546081543e-01;2.256351560354232788e-01
9.320002000000000564e+00;4.053711891174316406e-01;2.818036079406738281e-01;2.139162272214889526e-01
9.323333999999999122e+00;3.926756680011749268e-01;3.018234670162200928e-01;2.131837904453277588e-01
9.326667999999999736e+00;3.763180077075958252e-01;2.788738906383514404e-01;2.056153267621994019e-01
9.330000999999999323e+00;3.662928342819213867e-01;2.041504532098770142e-01;1.804531961679458618e-01
9.333334999999999937e+00;3.785153031349182129e-01;1.492027193307876587e-01;1.553063243627548218e-01
9.336667999999999523e+00;3.694666922092437744e-01;1.223315820097923279e-01;1.360189169645309448e-01
9.340001000000000886e+00;3.352864980697631836e-01;1.018234565854072571e-01;1.167162582278251648e-01
9.343334000000000472e+00;3.106126487255096436e-01;6.593423336744308472e-02;9.840543568134307861e-02
9.346667999999999310e+00;3.001144528388977051e-01;3.320363163948059082e-02;7.887388765811920166e-02
9.350001000000000673e+00;2.896162271499633789e-01;1.586938276886940002e-02;6.471351534128189087e-02
9.353334000000000259e+00;2.764324545860290527e-01;1.049820706248283386e-02;5.688563361763954163e-02
9.356666999999999845e+00;2.525062859058380127e-01;6.103608757257461548e-03;5.004959180951118469e-02
9.360001000000000460e+00;2.307621836662292480e-01;5.371175706386566162e-03;4.638742655515670776e-02
9.363334000000000046e+00;2.024414390325546265e-01;5.127031356096267700e-03;4.296940565109252930e-02
9.366668000000000660e+00;1.799649000167846680e-01;3.173876553773880005e-03;4.150453954935073853e-02
9.370001000000000246e+00;1.643396615982055664e-01;2.929732203483581543e-03;4.028381779789924622e-02
9.373335000000000861e+00;1.289387345314025879e-01;2.929732203483581543e-03;3.930724039673805237e-02
9.376668000000000447e+00;7.985046505928039551e-02;4.150453954935073853e-03;3.735408559441566467e-02
9.380001999999999285e+00;3.759822994470596313e-02;4.150453954935073853e-03;3.637750819325447083e-02
9.383335000000000647e+00;1.953154802322387695e-02;4.394598305225372314e-03;3.613336384296417236e-02
9.386668000000000234e+00;1.025406271219253540e-02;4.394598305225372314e-03;3.637750819325447083e-02
9.390000999999999820e+00;6.103608757257461548e-03;7.568474858999252319e-03;3.955138474702835083e-02
9.393333000000000155e+00;5.127031356096267700e-03;5.810635536909103394e-02;5.420004576444625854e-02
9.396668999999999272e+00;4.882887005805969238e-03;1.242847368121147156e-01;7.716487348079681396e-02
9.400000999999999607e+00;3.906309604644775391e-03;1.931639611721038818e-01;1.023117452859878540e-01
9.403333999999999193e+00;3.906309604644775391e-03;2.573891878128051758e-01;1.313801854848861694e-01
9.406667999999999807e+00;3.906309604644775391e-03;3.086594939231872559e-01;1.584801971912384033e-01
9.410002000000000422e+00;3.662165254354476929e-03;3.455405533313751221e-01;1.806973367929458618e-01
9.413335000000000008e+00;3.418020904064178467e-03;3.877927958965301514e-01;2.068360447883605957e-01
9.416667000000000343e+00;3.662165254354476929e-03;4.322270452976226807e-01;2.344243526458740234e-01
9.420000999999999181e+00;3.173876553773880005e-03;4.622720777988433838e-01;2.573891878128051758e-01
9.423336000000000823e+00;3.906309604644775391e-03;4.771648645401000977e-01;2.747234404087066650e-01
9.426667999999999381e+00;3.906309604644775391e-03;4.964522719383239746e-01;2.925459742546081543e-01
9.430001000000000744e+00;4.150453954935073853e-03;5.196612477302551270e-01;3.054856061935424805e-01
9.433334999999999582e+00;2.807660028338432312e-02;5.479819774627685547e-01;3.211261034011840820e-01
9.436666999999999916e+00;1.013351678848266602e-01;5.692378282546997070e-01;3.389486670494079590e-01
9.440001000000000531e+00;1.623865067958831787e-01;5.824216008186340332e-01;3.526207506656646729e-01
9.443334999999999368e+00;1.907225102186203003e-01;6.114748120307922363e-01;3.697108328342437744e-01
9.446668000000000731e+00;2.375982254743576050e-01;6.454260945320129395e-01;3.885252177715301514e-01
9.450001999999999569e+00;2.966964244842529297e-01;6.454260945320129395e-01;4.004882872104644775e-01
9.453334999999999155e+00;3.697108328342437744e-01;6.146486401557922363e-01;4.009765684604644775e-01
9.456666999999999490e+00;4.085450470447540283e-01;6.139162182807922363e-01;4.039063155651092529e-01
9.460001000000000104e+00;4.249027371406555176e-01;6.319981813430786133e-01;4.100099205970764160e-01
9.463335000000000719e+00;4.227054119110107422e-01;6.390783786773681641e-01;4.161135256290435791e-01
9.466666999999999277e+00;4.341802000999450684e-01;6.395666599273681641e-01;4.197756946086883545e-01
9.470000999999999891e+00;4.595864713191986084e-01;6.432288289070129395e-01;4.239261448383331299e-01
9.473333999999999477e+00;4.769207239151000977e-01;6.468909978866577148e-01;4.278324544429779053e-01
9.476668999999999343e+00;4.866864979267120361e-01;6.547036170959472656e-01;4.327153563499450684e-01
9.480002000000000706e+00;4.840009212493896484e-01;6.571450233459472656e-01;4.332036375999450684e-01
9.483333999999999264e+00;4.876630902290344238e-01;6.571450233459472656e-01;4.329594969749450684e-01
9.486667999999999878e+00;5.037918686866760254e-01;6.610513329505920410e-01;4.349126517772674561e-01
9.490000999999999465e+00;5.211260914802551270e-01;6.659342050552368164e-01;4.378576278686523438e-01
9.493334000000000827e+00;5.413901209831237793e-01;6.551918983459472656e-01;4.398107826709747314e-01
9.496667000000000414e+00;5.599450469017028809e-01;6.476234197616577148e-01;4.385900795459747314e-01
9.500002000000000280e+00;5.655756592750549316e-01;6.405432224273681641e-01;4.373540878295898438e-01
9.503334000000000614e+00;5.404134988784790039e-01;6.402990818023681641e-01;4.361333549022674561e-01
9.506667000000000201e+00;5.518882870674133301e-01;6.422522068023681641e-01;4.351567924022674561e-01
9.510002000000000066e+00;5.655756592750549316e-01;6.451819539070129395e-01;4.356450736522674561e-01
9.513334000000000401e+00;5.965819954872131348e-01;6.476234197616577148e-01;4.371099472045898438e-01
9.516669000000000267e+00;6.315099000930786133e-01;6.488441228866577148e-01;4.363774955272674561e-01
9.520001000000000602e+00;5.604333281517028809e-01;6.454260945320129395e-01;4.344243407249450684e-01
9.523334000000000188e+00;5.194171071052551270e-01;6.434729695320129395e-01;4.329594969749450684e-01
9.526666999999999774e+00;5.057449936866760254e-01;6.383458971977233887e-01;4.314946234226226807e-01
9.530001999999999640e+00;5.301594734191894531e-01;6.429846882820129395e-01;4.322270452976226807e-01
9.533334999999999226e+00;5.812008976936340332e-01;6.778973340988159180e-01;4.427405297756195068e-01
9.536666999999999561e+00;5.538414716720581055e-01;6.935378313064575195e-01;4.500648379325866699e-01
9.540001999999999427e+00;5.299153327941894531e-01;6.637369394302368164e-01;4.464026987552642822e-01
9.543335000000000790e+00;5.230792760848999023e-01;6.102540493011474609e-01;4.302738904953002930e-01
9.546668000000000376e+00;5.169756412506103516e-01;5.819333195686340332e-01;4.185549616813659668e-01
9.550000999999999962e+00;5.294270515441894531e-01;5.934081077575683594e-01;4.163576662540435791e-01
9.553333999999999548e+00;5.482261180877685547e-01;6.129396557807922363e-01;4.183108210563659668e-01
9.556666999999999135e+00;5.572595000267028809e-01;6.195315718650817871e-01;4.190432727336883545e-01
9.560000000000000497e+00;5.489585995674133301e-01;6.202639937400817871e-01;4.183108210563659668e-01
9.563333999999999335e+00;5.374838113784790039e-01;6.166018247604370117e-01;4.180666804313659668e-01
9.566667000000000698e+00;5.299153327941894531e-01;6.117189526557922363e-01;4.151369631290435791e-01
9.570002000000000564e+00;5.333333611488342285e-01;6.107423305511474609e-01;4.126954972743988037e-01
9.573335000000000150e+00;5.462729930877685547e-01;6.092774868011474609e-01;4.129396378993988037e-01
9.576667999999999736e+00;5.582360625267028809e-01;6.102540493011474609e-01;4.114747941493988037e-01
9.580000999999999323e+00;5.904783606529235840e-01;6.126955151557922363e-01;4.124513566493988037e-01
9.583334000000000685e+00;6.041504740715026855e-01;6.056153178215026855e-01;4.090333282947540283e-01
9.586667999999999523e+00;5.055008530616760254e-01;5.995116829872131348e-01;4.043945968151092529e-01
9.590001000000000886e+00;4.603189229965209961e-01;5.956053733825683594e-01;4.000000059604644775e-01
9.593334000000000472e+00;4.935225546360015869e-01;5.963378548622131348e-01;3.992675542831420898e-01
9.596667999999999310e+00;5.516441464424133301e-01;5.982909798622131348e-01;3.990234136581420898e-01
9.600001000000000673e+00;5.604333281517028809e-01;5.946288108825683594e-01;3.965819776058197021e-01
9.603334999999999511e+00;5.203936696052551270e-01;5.887693762779235840e-01;3.958495557308197021e-01
9.606668000000000873e+00;5.245441198348999023e-01;5.848630666732788086e-01;3.948729634284973145e-01
9.610001000000000460e+00;5.636224746704101562e-01;5.770504474639892578e-01;3.929198086261749268e-01
9.613334000000000046e+00;6.024414300918579102e-01;5.780270099639892578e-01;3.926756680011749268e-01
9.616668000000000660e+00;5.499351620674133301e-01;5.797359943389892578e-01;3.904783725738525391e-01
9.620001000000000246e+00;4.383459091186523438e-01;5.848630666732788086e-01;3.904783725738525391e-01
9.623335000000000861e+00;3.982909917831420898e-01;5.929198265075683594e-01;3.934080898761749268e-01
9.626666999999999419e+00;4.078126251697540283e-01;5.926756858825683594e-01;3.953612446784973145e-01
9.630001000000000033e+00;4.324711859226226807e-01;5.936522483825683594e-01;3.985351324081420898e-01
9.633335000000000647e+00;4.710612595081329346e-01;5.987792611122131348e-01;3.985351324081420898e-01
9.636668000000000234e+00;5.118486285209655762e-01;6.056153178215026855e-01;4.004882872104644775e-01
9.640000999999999820e+00;5.028153061866760254e-01;6.090333461761474609e-01;4.036621749401092529e-01
9.643333999999999406e+00;4.778973162174224854e-01;6.024414300918579102e-01;4.012207090854644775e-01
9.646667000000000769e+00;4.620279371738433838e-01;6.041504740715026855e-01;4.021973013877868652e-01
9.650000999999999607e+00;4.600747823715209961e-01;5.968261361122131348e-01;3.997558653354644775e-01
9.653333999999999193e+00;4.727702736854553223e-01;5.687495470046997070e-01;3.912107944488525391e-01
9.656669000000000835e+00;4.905928075313568115e-01;5.494468808174133301e-01;3.831540346145629883e-01
9.660000999999999394e+00;4.964522719383239746e-01;5.577477812767028809e-01;3.824216127395629883e-01
9.663335000000000008e+00;4.879072308540344238e-01;5.709468126296997070e-01;3.816891610622406006e-01
9.666667999999999594e+00;4.759441614151000977e-01;5.506675839424133301e-01;3.760738670825958252e-01
9.670000999999999181e+00;4.727702736854553223e-01;5.118486285209655762e-01;3.626306653022766113e-01
9.673334999999999795e+00;4.747234284877777100e-01;4.857099354267120361e-01;3.514000177383422852e-01
9.676667999999999381e+00;4.793621599674224854e-01;4.742351472377777100e-01;3.423666656017303467e-01
9.680001000000000744e+00;4.778973162174224854e-01;4.769207239151000977e-01;3.374837934970855713e-01
9.683334000000000330e+00;4.632486402988433838e-01;4.893721044063568115e-01;3.372396528720855713e-01
9.686667999999999168e+00;4.449378252029418945e-01;5.037918686866760254e-01;3.367513418197631836e-01
9.690001000000000531e+00;4.368658065795898438e-01;5.084306001663208008e-01;3.355306386947631836e-01
9.693334999999999368e+00;4.478675425052642822e-01;5.111162066459655762e-01;3.369955122470855713e-01
9.696668999999999983e+00;4.676432311534881592e-01;5.111162066459655762e-01;3.372396528720855713e-01
9.700001000000000317e+00;4.691081047058105469e-01;5.118486285209655762e-01;3.362630605697631836e-01
9.703333999999999904e+00;4.481116831302642822e-01;5.072098970413208008e-01;3.352864980697631836e-01
9.706668000000000518e+00;4.329594969749450684e-01;5.120927691459655762e-01;3.357747793197631836e-01
9.710001000000000104e+00;4.661783874034881592e-01;5.245441198348999023e-01;3.399252295494079590e-01
9.713333999999999691e+00;5.389486551284790039e-01;5.308918952941894531e-01;3.472495675086975098e-01
9.716668999999999556e+00;5.528649091720581055e-01;5.352864861488342285e-01;3.474937081336975098e-01
9.720000999999999891e+00;4.693522453308105469e-01;5.411459803581237793e-01;3.492027223110198975e-01
9.723335000000000505e+00;3.797360062599182129e-01;5.308918952941894531e-01;3.496910035610198975e-01
9.726667000000000840e+00;3.807125985622406006e-01;5.172197818756103516e-01;3.448081314563751221e-01
9.730000999999999678e+00;4.224612712860107422e-01;5.079423189163208008e-01;3.411459624767303467e-01
9.733335000000000292e+00;4.547035992145538330e-01;5.086747407913208008e-01;3.391928076744079590e-01
9.736667000000000627e+00;4.771648645401000977e-01;5.116044878959655762e-01;3.399252295494079590e-01
9.740000999999999465e+00;4.715495407581329346e-01;5.177081227302551270e-01;3.409018218517303467e-01
9.743335000000000079e+00;4.285648763179779053e-01;5.116044878959655762e-01;3.396810889244079590e-01
9.746667000000000414e+00;4.065918922424316406e-01;5.001296997070312500e-01;3.328450322151184082e-01
9.750002000000000280e+00;4.129396378993988037e-01;4.898603856563568115e-01;3.326008915901184082e-01
9.753334000000000614e+00;3.938964009284973145e-01;4.888837933540344238e-01;3.323567509651184082e-01
9.756667000000000201e+00;3.687342703342437744e-01;4.881513714790344238e-01;3.326008915901184082e-01
9.760002000000000066e+00;3.807125985622406006e-01;4.888837933540344238e-01;3.326008915901184082e-01
9.763334999999999653e+00;4.004882872104644775e-01;4.969405531883239746e-01;3.357747793197631836e-01
9.766666999999999987e+00;4.124513566493988037e-01;5.120927691459655762e-01;3.377279341220855713e-01
9.770001999999999853e+00;4.173342585563659668e-01;5.257648825645446777e-01;3.418783843517303467e-01
9.773334999999999440e+00;4.031738638877868652e-01;5.230792760848999023e-01;3.435873985290527344e-01
9.776668000000000802e+00;3.733730018138885498e-01;4.942549765110015869e-01;3.399252295494079590e-01
9.780001000000000388e+00;3.763180077075958252e-01;4.644693732261657715e-01;3.321126103401184082e-01
9.783333999999999975e+00;3.899900913238525391e-01;4.405432343482971191e-01;3.216144144535064697e-01
9.786668999999999841e+00;3.812008798122406006e-01;4.832684695720672607e-01;3.286945819854736328e-01
9.789999999999999147e+00;3.912107944488525391e-01;5.389486551284790039e-01;3.418783843517303467e-01
9.793335000000000790e+00;4.051270186901092529e-01;5.142900943756103516e-01;3.389486670494079590e-01
9.796668000000000376e+00;3.958495557308197021e-01;4.373540878295898438e-01;3.240558505058288574e-01
9.800000999999999962e+00;3.655603826045989990e-01;3.787594437599182129e-01;2.996261417865753174e-01
9.803333999999999548e+00;3.675135374069213867e-01;3.518882989883422852e-01;2.805829048156738281e-01
9.806668000000000163e+00;3.714198470115661621e-01;3.611657917499542236e-01;2.717936933040618896e-01
9.810000999999999749e+00;3.492027223110198975e-01;3.785153031349182129e-01;2.695963978767395020e-01
9.813335000000000363e+00;3.709315657615661621e-01;4.031738638877868652e-01;2.744792997837066650e-01
9.816667999999999950e+00;3.904783725738525391e-01;4.249027371406555176e-01;2.810711860656738281e-01
9.820000999999999536e+00;3.474937081336975098e-01;4.393225014209747314e-01;2.844892144203186035e-01
9.823333999999999122e+00;2.971847057342529297e-01;4.381017684936523438e-01;2.852216362953186035e-01
9.826667999999999736e+00;2.981612980365753174e-01;4.285648763179779053e-01;2.869306504726409912e-01
9.830000999999999323e+00;3.025558888912200928e-01;4.227054119110107422e-01;2.859540581703186035e-01
9.833334999999999937e+00;2.891279458999633789e-01;4.275883138179779053e-01;2.876630723476409912e-01
9.836667999999999523e+00;2.942549884319305420e-01;4.427405297756195068e-01;2.910811007022857666e-01
9.840001000000000886e+00;3.306477367877960205e-01;4.483558535575866699e-01;2.962081432342529297e-01
9.843334000000000472e+00;3.645838201045989990e-01;4.344243407249450684e-01;2.962081432342529297e-01
9.846667999999999310e+00;3.672693967819213867e-01;4.178225398063659668e-01;2.920576930046081543e-01
9.850001000000000673e+00;3.611657917499542236e-01;4.258792996406555176e-01;2.920576930046081543e-01
9.853334000000000259e+00;3.484702706336975098e-01;4.627603590488433838e-01;3.010910153388977051e-01
9.856666999999999845e+00;3.443198204040527344e-01;4.932784140110015869e-01;3.130693435668945312e-01
9.859999999999999432e+00;3.604333698749542236e-01;4.832684695720672607e-01;3.174639642238616943e-01
9.863334000000000046e+00;3.753414154052734375e-01;4.290531873703002930e-01;3.069504797458648682e-01
9.866668000000000660e+00;3.865720629692077637e-01;3.880369365215301514e-01;2.910811007022857666e-01
9.870001999999999498e+00;3.799801766872406006e-01;3.799801766872406006e-01;2.808270454406738281e-01
9.873333999999999833e+00;3.587243556976318359e-01;4.029297232627868652e-01;2.818036079406738281e-01
9.876668000000000447e+00;3.494468629360198975e-01;4.527504444122314453e-01;2.952315509319305420e-01
9.880001000000000033e+00;3.853513300418853760e-01;4.571450352668762207e-01;2.993820011615753174e-01
9.883333999999999619e+00;4.214847087860107422e-01;4.207522571086883545e-01;2.940108478069305420e-01
9.886668000000000234e+00;4.239261448383331299e-01;4.224612712860107422e-01;2.913252413272857666e-01
9.890000999999999820e+00;4.324711859226226807e-01;4.605630636215209961e-01;3.020676076412200928e-01
9.893333999999999406e+00;4.861982166767120361e-01;4.493324160575866699e-01;3.023117482662200928e-01
9.896668000000000021e+00;4.771648645401000977e-01;3.909666538238525391e-01;2.859540581703186035e-01
9.900000999999999607e+00;3.728847205638885498e-01;3.448081314563751221e-01;2.639810740947723389e-01
9.903333999999999193e+00;2.923018336296081543e-01;3.289387226104736328e-01;2.493171542882919312e-01
9.906667000000000556e+00;2.793621718883514404e-01;3.372396528720855713e-01;2.451667040586471558e-01
9.910000999999999394e+00;2.991378605365753174e-01;3.548180460929870605e-01;2.466315776109695435e-01
9.913335000000000008e+00;3.264972865581512451e-01;3.812008798122406006e-01;2.520180046558380127e-01
9.916667999999999594e+00;3.816891610622406006e-01;4.080567657947540283e-01;2.610513567924499512e-01
9.920000999999999181e+00;4.510414302349090576e-01;4.268558919429779053e-01;2.717936933040618896e-01
9.923334000000000543e+00;4.620279371738433838e-01;4.122072160243988037e-01;2.720378339290618896e-01
9.926667999999999381e+00;3.987792730331420898e-01;3.880369365215301514e-01;2.666666805744171143e-01
9.930001000000000744e+00;3.992675542831420898e-01;3.887693583965301514e-01;2.661783695220947266e-01
9.933334999999999582e+00;4.498206973075866699e-01;4.109864830970764160e-01;2.710612714290618896e-01
9.936667999999999168e+00;4.578774571418762207e-01;4.490882754325866699e-01;2.849774956703186035e-01
9.940001999999999782e+00;3.956054151058197021e-01;4.493324160575866699e-01;2.881513833999633789e-01
9.943334999999999368e+00;3.499351441860198975e-01;4.095216393470764160e-01;2.803387641906738281e-01
9.946668000000000731e+00;3.543297350406646729e-01;3.790035843849182129e-01;2.695963978767395020e-01
9.950001999999999569e+00;3.684901297092437744e-01;3.907225131988525391e-01;2.681315243244171143e-01
9.953333999999999904e+00;3.777828514575958252e-01;3.990234136581420898e-01;2.703288197517395020e-01
