# time [s], Channel 0, Channel 1, Channel 2
1.898333299999999824e+01;4.102540612220764160e-01;2.542153000831604004e-01;nan
1.898666599999999960e+01;4.366216659545898438e-01;2.620279192924499512e-01;nan
1.898999900000000096e+01;4.212405681610107422e-01;2.588540613651275635e-01;nan
1.899333299999999980e+01;4.495765566825866699e-01;2.608072161674499512e-01;nan
1.899666699999999864e+01;4.976730048656463623e-01;2.744792997837066650e-01;nan
1.899999899999999897e+01;5.013504028320312500e-01;2.791180312633514404e-01;nan
1.900333200000000033e+01;5.140459537506103516e-01;2.832684814929962158e-01;nan
1.900666700000000020e+01;5.264973044395446777e-01;2.942549884319305420e-01;nan
1.900999900000000054e+01;4.759441614151000977e-01;2.883955240249633789e-01;nan
1.901333299999999937e+01;4.522621631622314453e-01;2.783856093883514404e-01;nan
1.901666600000000074e+01;4.236820042133331299e-01;2.722819745540618896e-01;nan
1.901999999999999957e+01;3.384603559970855713e-01;2.417486906051635742e-01;nan
1.902333300000000094e+01;2.803387641906738281e-01;2.107423543930053711e-01;nan
1.902666599999999875e+01;3.384603559970855713e-01;2.043945938348770142e-01;nan
1.903000000000000114e+01;4.993820190429687500e-01;2.495613098144531250e-01;nan
1.903333299999999895e+01;5.655756592750549316e-01;2.847333550453186035e-01;nan
1.903666600000000031e+01;5.242999792098999023e-01;2.859540581703186035e-01;nan
1.903999900000000167e+01;4.722819924354553223e-01;2.761882841587066650e-01;nan
1.904333300000000051e+01;4.185549616813659668e-01;2.666666805744171143e-01;nan
1.904666699999999935e+01;3.384603559970855713e-01;2.371099442243576050e-01;nan
1.905000000000000071e+01;3.868162035942077637e-01;2.297856062650680542e-01;nan
1.905333299999999852e+01;4.913252592086791992e-01;2.620279192924499512e-01;nan
1.905666599999999988e+01;5.191729664802551270e-01;2.788738906383514404e-01;nan
1.905999999999999872e+01;5.306477546691894531e-01;2.876630723476409912e-01;nan
1.906333400000000111e+01;5.316243171691894531e-01;2.918135225772857666e-01;nan
1.906666600000000145e+01;4.258792996406555176e-01;2.676432430744171143e-01;nan
1.906999899999999926e+01;2.932783961296081543e-01;2.266117334365844727e-01;nan
1.907333200000000062e+01;3.792477250099182129e-01;2.244144380092620850e-01;nan
1.907666700000000048e+01;5.345540642738342285e-01;2.661783695220947266e-01;nan
1.907999999999999829e+01;5.523765683174133301e-01;2.844892144203186035e-01;nan
1.908333299999999966e+01;3.311360478401184082e-01;2.383306622505187988e-01;nan
1.908666600000000102e+01;1.440756916999816895e-01;1.672693938016891479e-01;nan
1.908999899999999883e+01;2.715495526790618896e-01;1.665369719266891479e-01;nan
1.909333200000000019e+01;4.861982166767120361e-01;2.249027192592620850e-01;nan
1.909666700000000006e+01;4.031738638877868652e-01;2.234378606081008911e-01;nan
1.910000000000000142e+01;3.018234670162200928e-01;1.965819746255874634e-01;nan
1.910333200000000176e+01;4.542153179645538330e-01;2.278324514627456665e-01;nan
1.910666700000000162e+01;4.810711741447448730e-01;2.500648498535156250e-01;nan
1.910999899999999840e+01;5.313801765441894531e-01;2.688639760017395020e-01;nan
1.911333300000000079e+01;6.666666865348815918e-01;3.230792582035064697e-01;nan
1.911666599999999860e+01;4.415197968482971191e-01;2.849774956703186035e-01;nan
1.911999899999999997e+01;1.890135109424591064e-01;2.021972984075546265e-01;nan
1.912333200000000133e+01;1.785000413656234741e-01;1.626306623220443726e-01;nan
1.912666600000000017e+01;4.036621749401092529e-01;2.004882842302322388e-01;nan
1.912999900000000153e+01;7.050125598907470703e-01;2.991378605365753174e-01;nan
1.913333400000000140e+01;7.489585876464843750e-01;3.504234254360198975e-01;nan
1.913666600000000173e+01;6.212405562400817871e-01;3.465171158313751221e-01;nan
1.913999899999999954e+01;5.382162332534790039e-01;3.308918774127960205e-01;nan
1.914333200000000090e+01;5.340657830238342285e-01;3.264972865581512451e-01;nan
1.914666599999999974e+01;5.089188814163208008e-01;3.128252029418945312e-01;nan
1.914999999999999858e+01;5.272297263145446777e-01;3.128252029418945312e-01;nan
1.915333299999999994e+01;5.924315452575683594e-01;3.318684697151184082e-01;nan
1.915666699999999878e+01;5.699702501296997070e-01;3.304035961627960205e-01;nan
1.915999899999999911e+01;4.109864830970764160e-01;2.898603677749633789e-01;nan
1.916333399999999898e+01;1.777676045894622803e-01;2.107423543930053711e-01;nan
1.916666599999999931e+01;1.362630724906921387e-01;1.582360565662384033e-01;nan
1.917000000000000171e+01;3.553063273429870605e-01;1.909666657447814941e-01;nan
1.917333199999999849e+01;5.296711921691894531e-01;2.390630990266799927e-01;nan
1.917666600000000088e+01;6.652017831802368164e-01;2.984054386615753174e-01;nan
1.917999899999999869e+01;5.550621747970581055e-01;3.020676076412200928e-01;nan
1.918333300000000108e+01;3.809567391872406006e-01;2.637369334697723389e-01;nan
1.918666599999999889e+01;3.340657651424407959e-01;2.305180430412292480e-01;nan
1.919000000000000128e+01;3.687342703342437744e-01;2.288090288639068604e-01;nan
1.919333200000000161e+01;3.738612830638885498e-01;2.314946204423904419e-01;nan
1.919666499999999942e+01;4.974288642406463623e-01;2.566567361354827881e-01;nan
1.919999999999999929e+01;5.995116829872131348e-01;2.969405651092529297e-01;nan
1.920333300000000065e+01;7.181963920593261719e-01;3.531090319156646729e-01;nan
1.920666699999999949e+01;7.435873746871948242e-01;3.865720629692077637e-01;nan
1.921000000000000085e+01;4.637369215488433838e-01;3.365072011947631836e-01;nan
1.921333299999999866e+01;3.953612446784973145e-01;2.949874103069305420e-01;nan
1.921666600000000003e+01;4.627603590488433838e-01;2.935225367546081543e-01;nan
